gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str
IGSF11	IGSF11_118949229-118949318_118930111-118930275_118981790-118981940	-0.548241379310345	0.207538233168255	29		chr3:118949229-118949318	-
UIMC1	UIMC1_176968555-176969291_176958092-176958154_176969600-176969706	-0.374916666666667	0.0515971428619372	12		chr5:176968555-176969291	-
UIMC1	UIMC1_176969053-176969291_176958092-176958154_176969600-176969706	-0.49152380952381	0.0838567940286409	21		chr5:176969053-176969291	-
COL23A1	COL23A1_178256866-178256928_178256352-178256397_178257522-178257567	-0.262	0	3		chr5:178256866-178256928	-
SIRT5	SIRT5_13595477-13595564_13584075-13584225_13596962-13597016	-0.2933	0.00991127304302192	10		chr6:13595477-13595564	+
TTC31	TTC31_74490025-74490127_74483321-74483410_74490243-74490473	-0.465771428571429	0.117800950189488	35		chr2:74490025-74490127	+
DROSHA	DROSHA_31467459-31467612_31467141-31467166_31467938-31468063	-0.611333333333333	0.2173551241632	9		chr5:31467459-31467612	-
CASC15	CASC15_22191567-22191656_22173997-22174062_22214306-22214408	-0.956692307692308	0.0657977320160926	26		chr6:22191567-22191656	+
FAAHP1	FAAHP1_46436124-46436248_46435932-46436036_46440665-46440705	-0.822	0.251730014102411	2		chr1:46436124-46436248	+
CARMIL1	CARMIL1_25554009-25554096_25550909-25551085_25556700-25556850	-0.25360606060606	0.00226300952742407	33		chr6:25554009-25554096	+
ZBTB1	ZBTB1_64511249-64511384_64504725-64504946_64516599-64516751	-0.613222222222222	0.167143318409349	18		chr14:64511249-64511384	+
DENND1B	DENND1B_197658300-197658369_197652234-197652315_197672036-197672156	-0.965342857142857	0.0607666427733965	35		chr1:197658300-197658369	-
ZNF391	ZNF391_27395017-27395095_27388991-27389075_27399441-27399548	-0.487083333333333	0.174670103130262	24		chr6:27395017-27395095	+
MICAL3	MICAL3_17803811-17803861_17791201-17791301_17808843-17808937	-0.384961538461538	0.142933965388002	26		chr22:17803811-17803861	-
TMEM62	TMEM62_43178607-43178711_43169592-43169677_43181180-43181299	-0.285611111111111	0.0265488204875668	18		chr15:43178607-43178711	+
ZNF165	ZNF165_28086172-28086310_28085480-28085891_28088562-28089563	-0.789590909090909	0.0206804694864942	22		chr6:28086172-28086310	+
ZSCAN31	ZSCAN31_28329303-28329714_28327382-28327533_28336789-28336943	-0.588588235294118	0.0443219062377626	34		chr6:28329303-28329714	-
ZSCAN12	ZSCAN12_28390596-28391742_28378954-28382609_28392901-28393046	-0.5526	0.0296709404280072	35		chr6:28390596-28391742	-
PRUNE2	PRUNE2_76625023-76625058_76624451-76624490_76629191-76629290	-0.767242424242424	0.111855663218003	33		chr9:76625023-76625058	-
DDX39B	DDX39B_31541153-31541327_31540321-31540664_31541633-31541729	-0.752285714285714	0.182585791967972	7		chr6:31541153-31541327	-
TNXB	TNXB_32087251-32087991_32085749-32086118_32088784-32089048	-0.555869565217391	0.129987868086996	23		chr6:32087251-32087991	-
DAXX	DAXX_33320736-33321567_33320379-33320591_33322861-33323016	-0.268586206896552	0.0218395402250455	29		chr6:33320736-33321567	-
PNPO	PNPO_47943306-47943430_47941522-47941813_47944615-47944715	-0.21216	0.00634218679426374	25		chr17:47943306-47943430	+
PNPO	PNPO_47943343-47943430_47941523-47941813_47944615-47944715	-0.264153846153846	0.012334317355062	26		chr17:47943343-47943430	+
GLB1	GLB1_33077094-33077237_33072543-33072713_33096718-33096792	-0.315833333333333	0.0796604536692321	12		chr3:33077094-33077237	-
ANKS1A	ANKS1A_34982752-34982827_34981689-34981986_34983112-34983214	-0.598605263157895	0.01671306249725	38		chr6:34982752-34982827	+
ZNF76	ZNF76_35293751-35293915_35292880-35293044_35294455-35294552	-0.343928571428571	0.0933396539809904	28		chr6:35293751-35293915	+
ZNF815P	ZNF815P_5839949-5840075_5833526-5833568_5840689-5840856	-0.217	0	2		chr7:5839949-5840075	+
RECQL4	RECQL4_144515764-144515890_144515325-144515457_144515987-144516003	-0.407848484848485	0.00698713644904517	33		chr8:144515764-144515890	-
ARHGAP26	ARHGAP26_143207198-143207308_143147230-143147381_143213996-143214088	-0.696108108108108	0.102720976918539	37		chr5:143207198-143207308	+
ARHGAP26	ARHGAP26_143207198-143207473_143147230-143147381_143213996-143214088	-0.770342105263158	0.130710796161931	38		chr5:143207198-143207473	+
TMEM63B	TMEM63B_44135328-44135366_44135016-44135096_44136348-44136439	-0.399090909090909	0.107777654118434	33		chr6:44135328-44135366	+
PLK5	PLK5_1533719-1533848_1531737-1531883_1533930-1534041	-0.7175	0.225567063198509	2		chr19:1533719-1533848	+
EFHC1	EFHC1_52429969-52430131_52423945-52424167_52430227-52430374	-1	0	9		chr6:52429969-52430131	+
ZNF419	ZNF419_57490147-57490185_57487717-57487983_57491470-57491597	-0.6535	0.263463717492148	24		chr19:57490147-57490185	+
AC019205.1	AC019205.1_73284636-73284734_73270397-73270527_73299056-73299294	-0.351357142857143	0.0848733057090274	14		chr6:73284636-73284734	+
RNF38	RNF38_36390467-36390616_36375933-36376127_36400935-36401198	-0.617458333333333	0.0890383303716007	24		chr9:36390467-36390616	-
SPATA6L	SPATA6L_4626426-4626555_4625216-4625566_4627752-4627856	-0.86262962962963	0.215921664596597	27		chr9:4626426-4626555	-
CEP57L1	CEP57L1_109106035-109106090_109095109-109095575_109145218-109145381	-0.385166666666667	0.0885650420124479	6		chr6:109106035-109106090	+
CEP57L1	CEP57L1_109140421-109140675_109095181-109095575_109145218-109145381	-0.696264705882353	0.15259657822597	34		chr6:109140421-109140675	+
MICAL1	MICAL1_109447357-109447440_109447072-109447229_109448202-109448393	-0.21725	0.0055	4		chr6:109447357-109447440	-
MICAL1	MICAL1_109447681-109447722_109447072-109447229_109448202-109448393	-0.622307692307692	0.0609540600444092	13		chr6:109447681-109447722	-
RIMS1	RIMS1_72295937-72295966_72291933-72292046_72307257-72307370	-0.6323	0.17133227182414	20		chr6:72295937-72295966	+
MFSD4B	MFSD4B_111263830-111263946_111262256-111262425_111265875-111267310	-0.938235294117647	0.105566884966006	34		chr6:111263830-111263946	+
AC244033.2	AC244033.2_150054509-150054640_150050481-150050540_150067482-150067665	-0.851	0.142999447919435	20		chr1:150054509-150054640	-
NUDT13	NUDT13_73124214-73124320_73122174-73122309_73125117-73125243	-0.920105263157895	0.122250605423105	19		chr10:73124214-73124320	+
FAM184A	FAM184A_118960769-118960863_118959829-118960184_118961760-118961963	-0.363666666666667	0.21625324660376	6		chr6:118960769-118960863	-
FAM184A	FAM184A_118974428-118974574_118966834-118966952_118975023-118975208	-0.52303125	0.144408355663666	32		chr6:118974428-118974574	-
RNF217	RNF217_124971501-124971598_124963307-124963426_125045210-125045444	-0.351714285714286	0.0694327355208245	7		chr6:124971501-124971598	+
SCNN1D	SCNN1D_1285571-1285664_1283977-1284090_1285925-1286278	-0.3064	0.076855708961664	5		chr1:1285571-1285664	+
AHI1	AHI1_135495814-135495898_135492227-135492291_135497187-135497249	-0.620318181818182	0.182976029229862	22		chr6:135495814-135495898	-
BCLAF1	BCLAF1_136276468-136276508_136275842-136275989_136277864-136278103	-0.777694444444444	0.0684175497303953	36		chr6:136276468-136276508	-
ARMCX2	ARMCX2_101659408-101659501_101659075-101659148_101659757-101659835	-0.408666666666667	0.0573431985874735	12		chrX:101659408-101659501	-
PEX7	PEX7_136866627-136866733_136826318-136826469_136869889-136870003	-0.458428571428571	0.0301074267059997	21		chr6:136866627-136866733	+
FANCE	FANCE_35457556-35457600_35455746-35456353_35457915-35457984	-0.218	0	18		chr6:35457556-35457600	+
AC093157.1	AC093157.1_101072660-101072830_101025868-101026061_101075394-101075716	-0.4373125	0.151231597120912	32		chr1:101072660-101072830	+
AC093157.1	AC093157.1_101075395-101075716_101025843-101026061_101083460-101083574	-0.5172	0.0672844707194758	5		chr1:101075395-101075716	+
TPTEP2	TPTEP2_38347489-38347585_38344623-38344741_38361398-38361560	-0.331916666666667	0.100142036808884	24		chr22:38347489-38347585	-
SYNE1	SYNE1_152130720-152130778_152121683-152122676_152132121-152132214	-0.287166666666667	0.0602869401405906	12		chr6:152130720-152130778	-
SYNE1	SYNE1_152145487-152145555_152143622-152143765_152148044-152148378	-0.366740740740741	0.0918923251974801	27		chr6:152145487-152145555	-
CCDC14	CCDC14_123955843-123955965_123948895-123949132_123956739-123956795	-0.60544	0.11114745461173	25		chr3:123955843-123955965	-
CCDC14	CCDC14_123955843-123956795_123948895-123949132_123961143-123961349	-0.559645161290322	0.0712458412293175	31		chr3:123955843-123956795	-
CCDC14	CCDC14_123956355-123956427_123948895-123949132_123956739-123956795	-0.393083333333333	0.130685227887006	12		chr3:123956355-123956427	-
SDHAP1	SDHAP1_195984492-195984737_195984111-195984276_195985626-195985789	-0.33675	0.0617002160990273	4		chr3:195984492-195984737	-
SDHAP1	SDHAP1_195984594-195984737_195984111-195984276_195985626-195985789	-0.3485	0.0576974869470066	4		chr3:195984594-195984737	-
GRIPAP1	GRIPAP1_49000566-49000689_48999437-48999504_49000860-49000959	-0.458727272727273	0.162688715594592	11		chrX:49000566-49000689	-
KCNC3	KCNC3_50316033-50316091_50311936-50314990_50320592-50320784	-0.660833333333333	0.128456088476439	6		chr19:50316033-50316091	-
KCNC3	KCNC3_50320223-50320349_50313638-50314990_50320592-50320784	-0.729513513513514	0.149645622429499	37		chr19:50320223-50320349	-
SUN1	SUN1_849923-850033_843340-843520_851383-851481	-0.252388888888889	0.037252933384522	18		chr7:849923-850033	+
AC091729.3	AC091729.3_1162962-1163207_1160595-1160623_1163451-1163495	-0.735777777777778	0.074764259137936	9		chr7:1162962-1163207	+
AC091729.3	AC091729.3_1162962-1163217_1160431-1160623_1163451-1163495	-0.741111111111111	0.0705734448012219	9		chr7:1162962-1163217	+
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB_100353210-100353270_100352996-100353123_100355142-100355240	-0.284138888888889	0.0327310711079399	36		chr7:100353210-100353270	+
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB_100353373-100354012_100352996-100353123_100355142-100355240	-0.341428571428571	0.0482178181090069	35		chr7:100353373-100354012	+
AMZ1	AMZ1_2709640-2709816_2708587-2708716_2712329-2713100	-0.666387096774194	0.00341250073850873	31		chr7:2709640-2709816	+
ZDHHC4	ZDHHC4_6577590-6577720_6577433-6577498_6578565-6578720	-0.305833333333333	0.0522473719797262	12		chr7:6577590-6577720	+
ZFPM1	ZFPM1_88526814-88526916_88514386-88514520_88528031-88528238	-0.457636363636364	0.00208893187146838	33		chr16:88526814-88526916	+
AC004540.1	AC004540.1_26403396-26403517_26398852-26399021_26493794-26494263	-0.57356	0.103610681560027	25		chr7:26403396-26403517	+
AC004540.1	AC004540.1_26412185-26412239_26398628-26399021_26493794-26494263	-0.6098	0.106945261180142	10		chr7:26412185-26412239	+
FAM86C1	FAM86C1_71791736-71791819_71789782-71789845_71793379-71793481	-0.760294117647059	0.20038019010929	17		chr11:71791736-71791819	+
FAM86C1	FAM86C1_71791739-71791819_71789782-71789845_71796016-71796166	-0.541692307692308	0.141048091453107	13		chr11:71791739-71791819	+
GARS-DT	GARS-DT_30552100-30552179_30550320-30550781_30561465-30561487	-0.44	0.023259406699226	3		chr7:30552100-30552179	-
GARS-DT	GARS-DT_30576564-30576710_30568832-30568989_30577648-30577759	-0.962733333333333	0.102098645110174	30		chr7:30576564-30576710	-
TTC3	TTC3_37158131-37158203_37157160-37157214_37159698-37159745	-0.3815	0.192032904377443	12		chr21:37158131-37158203	+
TIMM23B-AGAP6	TIMM23B-AGAP6_49988751-49988938_49987164-49987234_49989307-49989376	-0.664	0.135723984615837	3		chr10:49988751-49988938	+
USP54	USP54_73519797-73519992_73516374-73517747_73523582-73523750	-0.659162162162162	0.204442536549395	37		chr10:73519797-73519992	-
USP54	USP54_73520908-73521027_73516374-73517747_73523582-73523750	-0.629	0.175670835440156	34		chr10:73520908-73521027	-
LRIF1	LRIF1_110951288-110952815_110949850-110950123_110963620-110963922	-0.390076923076923	0.122365329428535	26		chr1:110951288-110952815	-
AC009879.3	AC009879.3_66453710-66453840_66451952-66452105_66454058-66454157	-0.481615384615385	0.245181088491438	26		chr8:66453710-66453840	+
COA1	COA1_43656033-43656153_43650611-43650712_43729428-43729505	-0.680111111111111	0.184326099918354	9		chr7:43656033-43656153	-
CCM2	CCM2_45064463-45064646_45038252-45038426_45069825-45069961	-0.43	0.0378698428832231	17		chr7:45064463-45064646	+
IKZF1	IKZF1_50387345-50387470_50382539-50382707_50391728-50391863	-0.834756756756757	0.102807642767507	37		chr7:50387345-50387470	+
GRB10	GRB10_50710875-50710990_50674435-50674658_50755886-50756056	-0.6967	0.0849928755184156	10		chr7:50710875-50710990	-
PSPH	PSPH_56033961-56034106_56021072-56021231_56051137-56051444	-1	0	9		chr7:56033961-56034106	-
PSPH	PSPH_56043148-56043261_56033960-56034103_56051137-56051604	-0.622117647058823	0.147550788863081	17		chr7:56043148-56043261	-
SUMF2	SUMF2_56074114-56074218_56072996-56073111_56074585-56074736	-0.240636363636364	0.0351632556151239	11		chr7:56074114-56074218	+
SUMF2	SUMF2_56078102-56078186_56072996-56073111_56079527-56080669	-0.611	1.18687833744435e-16	8		chr7:56078102-56078186	+
ICA1L	ICA1L_202821358-202821481_202819604-202819899_202828847-202829016	-0.409	0.0414407207144535	10		chr2:202821358-202821481	-
ICA1L	ICA1L_202825695-202825767_202819604-202819899_202828847-202829016	-0.522888888888889	0.0317940420694053	9		chr2:202825695-202825767	-
SYNRG	SYNRG_37577380-37577613_37576340-37576418_37584647-37584759	-0.664641025641026	0.0499212470215191	39		chr17:37577380-37577613	-
LINC00174	LINC00174_66390104-66390250_66382236-66382427_66395878-66395919	-0.625538461538461	0.185781957943811	13		chr7:66390104-66390250	-
LINC00174	LINC00174_66400322-66400437_66399691-66399795_66400922-66401027	-0.6275	0.0292714567764944	12		chr7:66400322-66400437	-
ELN	ELN_74065944-74065997_74065693-74065732_74066731-74066776	-0.300620689655172	0.081719211674185	29		chr7:74065944-74065997	+
NSUN5P1	NSUN5P1_75410606-75410726_75410361-75410460_75414884-75415023	-0.3755	0.0855599205235723	2		chr7:75410606-75410726	+
ECT2	ECT2_172752150-172752472_172750958-172751116_172754508-172754585	-0.522882352941176	0.244095750258208	17		chr3:172752150-172752472	+
ZNF337-AS1	ZNF337-AS1_25645531-25645648_25634728-25634827_25673851-25674007	-0.544	0	3		chr20:25645531-25645648	+
ZNF337-AS1	ZNF337-AS1_25673852-25674007_25645530-25645648_25683096-25683223	-0.950647058823529	0.085740116906025	17		chr20:25673852-25674007	+
ZNF337-AS1	ZNF337-AS1_25687830-25688055_25674896-25675078_25688702-25688936	-0.728	0.0862670273047588	2		chr20:25687830-25688055	+
DBF4	DBF4_87878053-87878133_87876533-87876778_87884978-87885158	-0.744758620689655	0.0199618478467833	29		chr7:87878053-87878133	+
GATAD1	GATAD1_92449092-92449213_92448751-92448877_92450700-92450760	-0.21	0.00707106781186548	2		chr7:92449092-92449213	+
PPP1R9A	PPP1R9A_95203665-95203730_95198348-95198484_95225960-95226116	-0.315117647058824	0.124574717716388	17		chr7:95203665-95203730	+
KIAA1755	KIAA1755_38225665-38225781_38223537-38223636_38227153-38227240	-0.453454545454545	0.119323395557086	11		chr20:38225665-38225781	-
ASNS	ASNS_97869778-97869813_97868904-97869105_97872350-97872408	-0.261538461538462	0.00235339362165821	26		chr7:97869778-97869813	-
ZNF789	ZNF789_99485208-99485368_99484029-99484143_99486475-99486800	-0.326238095238095	0.0872358325242012	21		chr7:99485208-99485368	+
ZNF655	ZNF655_99561888-99561973_99560506-99560695_99571687-99571777	-0.273	0	2		chr7:99561888-99561973	+
CASTOR3	CASTOR3_100211394-100211994_100200652-100202603_100213046-100213133	-0.45812	0.138659751430134	25		chr7:100211394-100211994	-
PILRB	PILRB_100353895-100354012_100353372-100353483_100355142-100355240	-0.32425	0.0632658532054866	12		chr7:100353895-100354012	+
AC107871.1	AC107871.1_68218536-68218650_68197439-68197628_68229501-68229677	-0.312967741935484	0.0108611965914373	31		chr15:68218536-68218650	-
NSUN5P2	NSUN5P2_72952152-72952295_72950057-72950196_72954624-72954720	-0.49428	0.131620515118275	25		chr7:72952152-72952295	-
LINC00963	LINC00963_129504892-129505043_129502778-129503139_129513418-129513670	-0.689352941176471	0.160257192185121	17		chr9:129504892-129505043	+
DPY19L2P2	DPY19L2P2_103278245-103278346_103277613-103277638_103279832-103279894	-0.311230769230769	0.0924555333175124	13		chr7:103278245-103278346	-
LINC01145	LINC01145_145214677-145214731_145201187-145201301_145215638-145215726	-0.602882352941177	0.194423147526517	17		chr1:145214677-145214731	-
FOXP2	FOXP2_114538326-114538383_114534616-114534706_114628539-114628677	-0.4226	0.101771203087012	10		chr7:114538326-114538383	+
FOXP2	FOXP2_114570807-114570881_114534616-114534706_114628539-114628677	-0.383666666666667	0.0903452636648246	6		chr7:114570807-114570881	+
POT1	POT1_124829254-124829342_124827200-124827305_124835278-124835414	-0.271142857142857	0.0304323605957305	21		chr7:124829254-124829342	-
AC108010.1	AC108010.1_128625797-128625855_128623574-128623781_128626294-128626473	-0.283307692307692	0.00389634937621594	26		chr7:128625797-128625855	+
KLHDC10	KLHDC10_130096921-130097007_130070533-130070809_130116444-130116666	-0.452769230769231	0.112686256072745	13		chr7:130096921-130097007	+
RTN2	RTN2_45493160-45493378_45489345-45489553_45494165-45494420	-0.510473684210526	0.199164747109593	19		chr19:45493160-45493378	-
EPN1	EPN1_55689297-55689371_55688869-55688994_55689866-55689915	-0.302952380952381	0.0619067655353405	21		chr19:55689297-55689371	+
C11orf80	C11orf80_66762079-66762450_66759042-66759096_66796280-66796364	-0.578173913043478	0.260768035578456	23		chr11:66762079-66762450	+
ZBTB25	ZBTB25_64499441-64499563_64490360-64490540_64502900-64503127	-0.603217391304348	0.176952987213538	23		chr14:64499441-64499563	-
SSPO	SSPO_149803475-149803604_149803226-149803349_149803687-149803813	-0.555	1.14241006749511e-16	18		chr7:149803475-149803604	+
WDR86	WDR86_151381878-151381981_151375908-151377147_151395775-151396196	-0.880333333333333	0.115486218514014	6		chr7:151381878-151381981	-
LINC01006	LINC01006_156605658-156605764_156605187-156605380_156640535-156640562	-0.612571428571428	0.0676778081374221	7		chr7:156605658-156605764	-
FAM66D	FAM66D_12145423-12145546_12121986-12122050_12145638-12145700	-0.482	0.0629708927468345	10		chr8:12145423-12145546	+
SH3BP5-AS1	SH3BP5-AS1_15258109-15258183_15256478-15257606_15258545-15260582	-0.3345	0.0912167747730646	2		chr3:15258109-15258183	+
LINC00476	LINC00476_95850227-95850292_95813169-95813922_95874979-95875587	-0.669375	0.030812509055345	8		chr9:95850227-95850292	-
AC087273.2	AC087273.2_17907193-17907394_17905196-17905855_17907555-17908011	-0.529	0.197776875057961	14		chr8:17907193-17907394	+
