Splice ID	Case	Sample	Histology	CNS	Type
KATNIP:27648604-27648735_27631064-27631162_27677728-27677996	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZFP90:68539758-68539825_68533697-68533855_68557997-68558101	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ENSG00000260643:81057905-81058064_81053664-81054094_81084462-81084594	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZZEF1:4071339-4071446_4070778-4070924_4072607-4072756	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
WDR49:167529052-167529239_167522331-167522484_167531114-167531189	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
WDR49:167633409-167633532_167627132-167627292_167653260-167653499	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MAP2K3:21296086-21296210_21284671-21284969_21298412-21298444	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CSPP1:67091803-67091883_67086006-67086110_67093542-67093603	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SNX11:48110708-48110767_48107557-48107838_48112030-48112085	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SNF8:48936855-48936933_48936169-48936242_48937019-48937124	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RECQL5:75650517-75650718_75631491-75631668_75651185-75651265	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
HTT:3202977-3203066_3199731-3199939_3204006-3204148	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ATP9B:79213962-79214038_79206935-79207012_79253380-79253541	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FBF1:75935632-75935673_75932994-75933088_75937565-75937593	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF135:58059969-58060035_58059281-58059310_58061579-58061706	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ZNF615:52003697-52003900_52002154-52002281_52008140-52008163	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CCDC136:128817758-128817864_128815613-128815931_128821798-128822119	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ARHGAP26:143037196-143037261_143014079-143014116_143041815-143041890	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PALLD:168877723-168878394_168711580-168711923_168890921-168891057	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
KNDC1:133173931-133174096_133168253-133168312_133183343-133183490	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FRMPD3:107526582-107526736_107449651-107450005_107530408-107530511	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RNF10:120552499-120552698_120546404-120546601_120554717-120554808	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MSI2:57650650-57650673_57627228-57627303_57652098-57652161	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ANKMY1:240526229-240526445_240525684-240525849_240529036-240529509	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CD47:108055520-108055566_108051938-108051970_108057476-108057569	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
WDR54:74422120-74422375_74421758-74421816_74422869-74422932	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
WDR54:74422153-74422375_74421729-74421816_74422869-74422932	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PPP1R12A:79822116-79822190_79821077-79821166_79828319-79828464	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TTC7A:47021862-47021979_47011330-47011435_47023407-47023465	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CRB1:197442166-197442534_197438546-197438675_197477663-197478455	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PPP2R2B:147040717-147040805_146878001-146878195_147055664-147055931	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NLN:65740895-65741000_65722246-65722414_65758566-65758826	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
WNK2:93299070-93299261_93297852-93298067_93306776-93306821	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
BLOC1S6:45592135-45592276_45587784-45587876_45605427-45605514	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
IL32:3065621-3065687_3065403-3065494_3065783-3065826	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
IL32:3065642-3065687_3065376-3065494_3065783-3065826	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
BTBD2:1991877-1992056_1990716-1990822_1993019-1993176	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ASCC1:72102334-72102412_72096520-72097450_72102849-72102967	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LGMN:92706483-92706653_92703808-92704361_92709671-92709872	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
HIGD1B:44849106-44849388_44848210-44848252_44850331-44850476	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
HIGD1B:44849254-44849388_44847882-44848252_44850331-44850476	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ATP2B2:10379243-10379284_10378251-10378410_10388276-10388402	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LRRC36:67376727-67376872_67375246-67375412_67378588-67378712	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PGAP3:39676614-39676755_39674616-39674679_39684596-39684698	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
JMJD6:76721263-76721351_76720359-76720498_76721797-76721933	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MRO:50809302-50809404_50806703-50806850_50819580-50819702	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TSPO:43159210-43159420_43151558-43151604_43161051-43161190	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RANGAP1:41284901-41285153_41280932-41281082_41285985-41286187	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ACOT8:45855159-45855292_45848449-45848675_45857187-45857196	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CSNK2A1:527933-528049_508450-508660_543671-543712	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000286104:58586155-58586356_58575444-58575588_58598966-58599575	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CEACAM19:44673712-44673845_44672477-44672964_44676270-44676421	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000250222:181193342-181193467_181191893-181192016_181194233-181194428	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
WDR27:169458221-169458464_169457215-169457634_169582835-169582934	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TENM2:167875986-167876195_167573973-167574026_167952587-167952655	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SIN3A:75436346-75436443_75430186-75430408_75451422-75451746	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
WFDC3:45788931-45789059_45775416-45775602_45791831-45791875	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RNF175:153748645-153748827_153728206-153728361_153751437-153751447	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
UBXN11:26294205-26294331_26285822-26286037_26306591-26306609	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CCDC18-AS1:93311490-93311608_93309752-93309790_93324634-93324729	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CCDC18-AS1:93326602-93326662_93325768-93325895_93339356-93339536	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SNHG17:38425935-38426048_38420590-38422241_38426418-38426503	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FKBP1B:24054473-24054540_24053901-24053949_24060813-24060926	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ACYP2:54057239-54057360_53973712-53973810_54135452-54135469	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
THAP9-AS1:82897989-82898062_82895690-82895774_82900076-82900223	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SIPA1L1:71413948-71414014_71321121-71321181_71512742-71512845	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TRIM37:59017296-59017424_59015609-59015799_59028414-59028723	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MAILR:102941921-102942053_102879894-102880058_102977586-102977738	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ABHD14B:51971812-51971892_51971459-51971698_51973964-51974049	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FBH1:5924751-5924801_5924310-5924508_5925366-5925492	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CNTN1:40763096-40763198_40692461-40692592_40908356-40908493	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PYM1:55927076-55927267_55913825-55914366_55927724-55927875	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PRANCR:70243066-70243204_70242285-70242893_70243311-70243349	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
YPEL3:30094385-30094475_30092313-30092799_30094788-30094880	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
KIFC3:57790930-57791066_57772222-57772288_57794998-57795141	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NT5C3B:41835588-41835642_41835202-41835272_41835858-41836227	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SP2-DT:47893900-47893958_47891218-47891581_47895702-47895837	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
NDUFS7:1386518-1386639_1383917-1383942_1387810-1387847	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ATG4D:10546839-10547082_10545119-10545130_10547188-10547253	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ATG4D:10546839-10547115_10544956-10545130_10547188-10547253	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ZBTB33:120252669-120252770_120250811-120250977_120253413-120258398	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PISD:31623684-31623849_31621648-31621885_31648100-31648276	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TFIP11:26511119-26511153_26510616-26510702_26512098-26512175	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PAXBP1-AS1:32738272-32738341_32733588-32733657_32742261-32743122	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MYT1:64223291-64223359_64223110-64223173_64227414-64227477	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ZNF135:58059974-58060035_58059268-58059310_58061579-58061706	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CPT1C:49691821-49691953_49691115-49691340_49692238-49692393	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
REPIN1:150370760-150370884_150368789-150368941_150371227-150371803	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CLDN15:101236747-101236886_101233768-101234442_101237364-101237750	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PXN:120226839-120227117_120224153-120224377_120265616-120265692	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ADCYAP1R1:31095667-31095750_31092643-31092735_31100126-31100210	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PUS1:131932722-131932833_131932174-131932312_131939172-131939275	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SIPA1L2:232608912-232608988_232574173-232574222_232629868-232630109	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
IGSF11:118949229-118949318_118930111-118930275_118981790-118981940	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ZNF391:27395017-27395095_27388991-27389075_27399441-27399548	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SAP30L:154452456-154452495_154451090-154451213_154453401-154453500	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF433:12034828-12034874_12018165-12018292_12035536-12035669	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MFGE8:88912124-88912176_88909791-88909923_88913246-88913379	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RGS5:163248530-163248598_163168257-163168368_163306232-163306329	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NSD2:1893730-1893909_1871433-1871542_1900625-1900766	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CTNNA2:79633698-79633840_79513033-79513207_79651551-79651658	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MORC2:30963225-30963334_30958640-30958694_30967821-30968774	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GNPDA1:142012288-142012339_142011911-142012041_142012668-142012996	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GNPDA1:142012288-142012377_142011911-142012041_142012668-142012973	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RTCA:100267500-100267538_100266523-100266624_100268151-100268295	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FAM110B:58197831-58198157_58075534-58075623_58203514-58204279	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CD9:6200384-6200565_6199874-6200072_6225425-6225534	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CD9:6200422-6200565_6199714-6200072_6225425-6225534	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CTIF:48539758-48539831_48539157-48539312_48619537-48619745	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNHIT1:101218319-101218485_101218165-101218217_101222603-101222774	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ERMAP:42817534-42817815_42817121-42817253_42825622-42825735	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SP3:173963761-173963883_173954872-173956232_173964404-173964553	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SOX2-OT:181699598-181699883_181610769-181610929_181739568-181740015	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
UBXN11:26300926-26301024_26285822-26286037_26301693-26301722	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ARL6:97765991-97766089_97764520-97764977_97768080-97768230	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RPL23AP53:230804-230907_219289-219417_232128-232231	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EPB41L2:130876674-130876775_130872370-130872538_130885095-130885268	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TYK2:10360962-10361073_10359174-10359302_10361510-10361598	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RBM18:122243744-122243868_122241669-122242043_122245255-122245341	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SNHG17:38425935-38426052_38421005-38422241_38426418-38426503	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MIR100HG:122064180-122066434_122033313-122033462_122100373-122100475	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF789:99485208-99485368_99484029-99484143_99486475-99486800	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TUSC2:50327028-50327224_50326355-50326477_50327953-50328195	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
POLG:89332218-89332374_89330080-89330276_89333095-89333913	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MBD5:148054391-148054449_148021392-148021684_148178699-148178793	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RBM23:22908333-22908380_22906027-22906368_22911327-22911403	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CAPS2:75390322-75390381_75326417-75326527_75390837-75390901	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ITM2C:230864950-230865145_230864638-230864784_230873416-230873557	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SGSM2:2373331-2373513_2372952-2373081_2375491-2375875	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CYRIB:129912470-129912515_129904498-129904585_129939607-129939872	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CYRIB:129912470-129912515_129904498-129904585_129970942-129970990	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FAM171A2:44358945-44359143_44356429-44356588_44359578-44359671	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FAM171A2:44359062-44359143_44356429-44356588_44359578-44359671	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SIPA1L1:71400794-71400918_71321121-71321181_71512742-71512845	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PVT1:127855155-127855319_127794532-127794734_127890588-127890998	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NRBP2:143835820-143835875_143833582-143835730_143835966-143836030	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EBLN3P:37080342-37080536_37079858-37080030_37086667-37087995	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EBLN3P:37080342-37080536_37079873-37080034_37086667-37087995	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EBLN3P:37080342-37080536_37079905-37080038_37086667-37087995	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EBLN3P:37084199-37084292_37079873-37080034_37086667-37087837	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EBLN3P:37084199-37084292_37079879-37080038_37086667-37087837	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EBLN3P:37084199-37084292_37079916-37080030_37086667-37087837	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
EVA1C:32453312-32453508_32412005-32413013_32467695-32467848	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ENSG00000257524:127897956-127898010_127896241-127896332_127905206-127905302	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ICAM2:64007741-64007822_64006630-64006735_64020522-64020607	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GLUD1:87091571-87091623_87076575-87076656_87094324-87094450	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TAF8:42071347-42071468_42068464-42068607_42077099-42077239	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CHD8:21430801-21431643_21428963-21429335_21431810-21431858	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CHD8:21430801-21431724_21428963-21429335_21431810-21431858	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
NRXN2:64690405-64690476_64685645-64685947_64692846-64692876	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
C11orf80:66756353-66756505_66744735-66744919_66759042-66759084	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SERPINH1:75563727-75563770_75562055-75562319_75566315-75566959	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SEPTIN7:35832798-35832893_35801218-35801270_35863551-35863658	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TP53BP1:43446766-43446910_43446532-43446590_43447365-43447485	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FAM66C:8193520-8193655_8188471-8188645_8194202-8194481	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
AMIGO2:47079142-47079248_47076446-47079065_47079461-47079959	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RCBTB2:48524659-48524757_48515585-48515741_48533027-48533080	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ADD3:110075618-110075709_110005803-110006151_110100624-110100848	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CPNE6:24072889-24073104_24071526-24071641_24073498-24073678	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CPNE6:24072933-24073104_24070948-24071641_24073498-24073647	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CPNE6:24072933-24073119_24071531-24071641_24073498-24073678	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FIZ1:55595620-55595734_55593432-55593646_55597571-55597842	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RNFT1:59962540-59962616_59958290-59958444_59962826-59962966	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SLC14A1:45731015-45731204_45724949-45725013_45734273-45734332	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
KCTD15:33799594-33799718_33798667-33798766_33800427-33800520	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PDXK:43732139-43732647_43719222-43719381_43734068-43734123	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF383:37219599-37219749_37217925-37218274_37224817-37224879	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000244560:149291556-149291745_149289937-149290038_149292210-149292308	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TMEM178B:141437608-141437745_141212590-141212704_141470535-141480380	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RHBDD3:29260702-29260868_29260325-29260613_29261199-29261425	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SIPA1L2:232608827-232608988_232574173-232574222_232629868-232630122	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
METTL8:171392043-171392197_171360421-171360513_171434673-171434780	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PLD3:40365553-40365585_40348703-40348768_40366383-40366510	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
STIMATE:52895878-52895955_52855395-52855444_52897290-52897543	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TSC2:2068558-2068776_2065518-2065635_2070455-2070578	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
AGO1:35893592-35893810_35893096-35893278_35894036-35894171	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
AGO1:35893674-35893810_35893096-35893278_35894036-35894171	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
KIAA0319L:35478966-35479212_35474804-35474906_35506611-35506867	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ARF1:228096451-228096504_228082790-228082850_228097077-228097262	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
XIAP:123860167-123860293_123859723-123859905_123885630-123885711	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CPNE1:35658930-35658982_35632794-35632923_35664801-35664956	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNF585B:37199400-37199497_37190072-37190150_37207039-37207254	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SP3:173964405-173964553_173954872-173956232_173965164-173965373	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FAM13C:59327625-59327713_59324070-59324106_59352269-59352474	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ST6GAL1:187038392-187038491_186963784-186963926_187038741-187038873	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
STEAP3:119239363-119239430_119230619-119231034_119245488-119245988	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RBM6:49999440-49999513_49962575-49962685_50048244-50048319	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TMEM108:133074315-133074358_133045901-133046020_133229265-133229351	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SIPA1L1:71400794-71400918_71321121-71321181_71413947-71414014	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000239922:147959788-147959841_147940009-147940116_147995754-147995852	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DPH7:137575709-137575892_137574751-137574843_137576079-137576167	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
STK33:8476687-8476751_8474680-8475066_8477249-8477283	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CELF1:47500861-47500932_47488836-47489024_47552991-47553117	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PKNOX2:125235045-125235115_125164686-125164776_125331818-125331925	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CRY1:107072935-107073054_107022083-107022192_107092803-107093513	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NF2:29628658-29628773_29603567-29604112_29636750-29636876	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PFAS:8255502-8255691_8255026-8255132_8255804-8255910	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PRKAR2A:48790544-48790627_48782985-48783092_48793996-48794013	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CEP250:35474794-35474852_35474000-35474052_35475501-35475646	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LRRFIP2:37066224-37066325_37065809-37065942_37072789-37072882	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PEX16:45911899-45912015_45910897-45910962_45913818-45913938	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NFIA:60973746-60973951_60865331-60865466_61088148-61088680	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GNPDA2:44710953-44711137_44703245-44707926_44726473-44726523	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RABL2B:50782891-50783045_50782187-50782351_50783500-50783642	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
HLA-DOA:33007311-33007592_33007079-33007215_33008012-33008261	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RHBDD1:226839409-226839627_226838072-226838154_226864603-226864711	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MGA:41668828-41669958_41621491-41621589_41696074-41697023	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RACGAP1:50016631-50016715_50006433-50006636_50025397-50025448	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RACGAP1:50016631-50016719_50006433-50006636_50025397-50025461	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
DNAH2:7796464-7796652_7794253-7794358_7797175-7797261	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CCM2:45069826-45069961_45038252-45038426_45072725-45072783	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RNF38:36390467-36390616_36375933-36376127_36401097-36401196	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
HS2ST1:86958440-86958507_86914871-86915160_87072933-87073172	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NOVA1:26549680-26549781_26479976-26480143_26568419-26568465	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
LCA5L:39428172-39428503_39421559-39423490_39429130-39429211	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CD59:33733495-33733610_33722378-33722463_33736381-33736423	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
C1orf198:230868180-230868390_230855667-230855718_230868811-230868998	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
C1orf198:230868180-230868402_230855667-230855718_230868811-230868915	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
GLYCTK:52291747-52291922_52290959-52291111_52292259-52292569	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MICAL3:17841822-17842017_17831853-17832107_17864898-17864986	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SCN2A:165320240-165320364_165315470-165315758_165323155-165323500	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TAOK1:29480368-29480481_29478250-29478347_29482196-29482288	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
DOT1L:2188197-2188289_2185854-2185929_2189731-2189795	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
IQCH:67279395-67279512_67261271-67261394_67344062-67344191	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ACOT11:54548467-54548619_54548219-54548342_54584654-54584862	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FCGRT:49513387-49513473_49513178-49513243_49513881-49514133	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SZRD1:16393228-16393482_16367224-16367308_16395037-16395172	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SZRD1:16393231-16393482_16367264-16367308_16395037-16395139	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
