Parent=ENST00000000233.10	gene_name=ARF5
Parent=ENST00000354807.7	gene_name=BPNT1
Parent=ENST00000354811.5	gene_name=RPL15
Parent=ENST00000354817.8	gene_name=FAR1
Parent=ENST00000354822.7	gene_name=NKX2-1
Parent=ENST00000354828.7	gene_name=GABPA
Parent=ENST00000354829.7	gene_name=CYP3A43
Parent=ENST00000354831.11	gene_name=NRDC
Parent=ENST00000354833.7	gene_name=SERF1A
Parent=ENST00000354839.8	gene_name=EPHA5
Parent=ENST00000354841.4	gene_name=FMO1
Parent=ENST00000354848.5	gene_name=CD46
Parent=ENST00000354852.5	gene_name=TRIM6-TRIM34
Parent=ENST00000354853.2	gene_name=MOV10L1
Parent=ENST00000354855.7	gene_name=KLRF1
Parent=ENST00000354858.11	gene_name=AK2
Parent=ENST00000354862.4	gene_name=NAA80
Parent=ENST00000354866.7	gene_name=AXIN1
Parent=ENST00000354868.10	gene_name=RAD17
Parent=ENST00000354869.8	gene_name=RABL2B
Parent=ENST00000354870.5	gene_name=BMP1
Parent=ENST00000354880.9	gene_name=CTSA
Parent=ENST00000354882.10	gene_name=TMEM205
Parent=ENST00000354883.11	gene_name=SLC25A26
Parent=ENST00000354884.8	gene_name=SLC39A13
Parent=ENST00000354886.6	gene_name=SLC38A6
Parent=ENST00000354891.7	gene_name=EGFLAM
Parent=ENST00000354895.4	gene_name=VKORC1
Parent=ENST00000354897.3	gene_name=CELF2
Parent=ENST00000354900.7	gene_name=LSR
Parent=ENST00000354901.8	gene_name=SMG6
Parent=ENST00000354903.9	gene_name=PER1
Parent=ENST00000354905.3	gene_name=TMEM207
Parent=ENST00000354910.10	gene_name=ANAPC13
Parent=ENST00000354911.9	gene_name=WAC
Parent=ENST00000354914.8	gene_name=SCARA5
Parent=ENST00000354919.11	gene_name=SUV39H2
Parent=ENST00000354922.3	gene_name=PNRC1
Parent=ENST00000354924.2	gene_name=OR5K4
Parent=ENST00000354925.6	gene_name=PITX2
Parent=ENST00000354926.9	gene_name=LUC7L2
Parent=ENST00000354932.6	gene_name=BPIFA2
Parent=ENST00000354947.10	gene_name=PIP4K2C
Parent=ENST00000354952.7	gene_name=PLSCR4
Parent=ENST00000354955.5	gene_name=FMOD
Parent=ENST00000354956.9	gene_name=ATG7
Parent=ENST00000354957.8	gene_name=ZNF649
Parent=ENST00000354958.6	gene_name=PLEC
Parent=ENST00000354959.9	gene_name=ZNF43
Parent=ENST00000354960.8	gene_name=PDE5A
Parent=ENST00000354961.8	gene_name=IL31RA
Parent=ENST00000354968.5	gene_name=MYL4
Parent=ENST00000354981.7	gene_name=KIF16B
Parent=ENST00000354982.2	gene_name=FCN3
Parent=ENST00000354983.8	gene_name=CACNA1G
Parent=ENST00000354989.9	gene_name=ENTPD6
Parent=ENST00000354991.9	gene_name=DDX4
Parent=ENST00000354992.7	gene_name=LARGE1
Parent=ENST00000355007.7	gene_name=PTPA
Parent=ENST00000355014.6	gene_name=SEMA4A
Parent=ENST00000355016.8	gene_name=H2BW2
Parent=ENST00000355020.8	gene_name=GLRA2
Parent=ENST00000355022.8	gene_name=BANP
Parent=ENST00000355025.7	gene_name=INCA1
Parent=ENST00000355028.4	gene_name=BCL2L13
Parent=ENST00000355029.9	gene_name=NET1
Parent=ENST00000355035.9	gene_name=ASGR2
Parent=ENST00000355040.8	gene_name=DNAJC4
Parent=ENST00000355044.8	gene_name=ATRNL1
Parent=ENST00000355053.8	gene_name=TSGA10
Parent=ENST00000355057.3	gene_name=H4C11
Parent=ENST00000355058.7	gene_name=NUMB
Parent=ENST00000355059.9	gene_name=NEIL1
Parent=ENST00000355070.6	gene_name=BBS9
Parent=ENST00000355072.11	gene_name=HTT
Parent=ENST00000355076.6	gene_name=KCTD6
Parent=ENST00000355080.9	gene_name=PITX2
Parent=ENST00000355081.3	gene_name=KLHL28
Parent=ENST00000355082.10	gene_name=EIF3I
Parent=ENST00000355083.11	gene_name=STIMATE
Parent=ENST00000355085.4	gene_name=C5AR1
Parent=ENST00000355086.8	gene_name=SRGAP1
Parent=ENST00000355091.9	gene_name=GPAA1
Parent=ENST00000355095.8	gene_name=ZNF736
Parent=ENST00000355097.7	gene_name=ENTPD2
Parent=ENST00000355105.8	gene_name=GPBP1L1
Parent=ENST00000355112.8	gene_name=BLM
Parent=ENST00000355114.9	gene_name=ZNF565
Parent=ENST00000355119.9	gene_name=LIMS2
Parent=ENST00000355123.9	gene_name=ITSN2
Parent=ENST00000355133.7	gene_name=SCN8A
Parent=ENST00000355135.6	gene_name=GPM6B
Parent=ENST00000355143.8	gene_name=MTFP1
Parent=ENST00000355147.9	gene_name=ZNF160
Parent=ENST00000355149.8	gene_name=CD99L2
Parent=ENST00000355151.9	gene_name=MRPL52
Parent=ENST00000355153.8	gene_name=ITGB2
Parent=ENST00000355162.6	gene_name=TBL1Y
Parent=ENST00000355166.9	gene_name=LTK
Parent=ENST00000355167.8	gene_name=EYA4
Parent=ENST00000355173.7	gene_name=BEGAIN
Parent=ENST00000355178.8	gene_name=ATG10
Parent=ENST00000355182.8	gene_name=SPART
Parent=ENST00000355190.7	gene_name=C6orf89
Parent=ENST00000355192.8	gene_name=MSRB3
Parent=ENST00000355194.9	gene_name=KCNQ5
Parent=ENST00000355196.6	gene_name=SEC31A
Parent=ENST00000355202.9	gene_name=ZNF607
Parent=ENST00000355203.6	gene_name=EOLA2
Parent=ENST00000355209.9	gene_name=POLR3H
Parent=ENST00000355216.5	gene_name=FOXN4
Parent=ENST00000355220.6	gene_name=MAGEA11
Parent=ENST00000355221.7	gene_name=ATP6V1H
Parent=ENST00000355228.8	gene_name=FAM72B
Parent=ENST00000355231.9	gene_name=HMBOX1
Parent=ENST00000355233.9	gene_name=PTPRD
Parent=ENST00000355235.8	gene_name=TBC1D9B
Parent=ENST00000355237.6	gene_name=OCLN
Parent=ENST00000355238.11	gene_name=SYNCRIP
Parent=ENST00000355243.8	gene_name=PAX2
Parent=ENST00000355254.6	gene_name=NTRK3
Parent=ENST00000355260.7	gene_name=NUP98
Parent=ENST00000355264.9	gene_name=AP3M1
Parent=ENST00000355265.7	gene_name=KEL
Parent=ENST00000355273.3	gene_name=OR5H2
Parent=ENST00000355279.2	gene_name=FAS
Parent=ENST00000355280.11	gene_name=MINK1
Parent=ENST00000355281.2	gene_name=OR2L5
Parent=ENST00000355282.6	gene_name=MSR1
Parent=ENST00000355283.1	gene_name=AK9
Parent=ENST00000355285.10	gene_name=APCDD1
Parent=ENST00000355286.12	gene_name=EYA4
Parent=ENST00000355288.6	gene_name=ANK3
Parent=ENST00000355289.8	gene_name=GRM1
Parent=ENST00000355295.5	gene_name=TDRD7
Parent=ENST00000355296.8	gene_name=DNAJA3
Parent=ENST00000355299.8	gene_name=GMPR2
Parent=ENST00000355300.7	gene_name=LINGO1
Parent=ENST00000355301.8	gene_name=NPHP1
Parent=ENST00000355303.10	gene_name=ANO1
Parent=ENST00000355305.9	gene_name=DNM3
Parent=ENST00000355311.10	gene_name=EBF3
Parent=ENST00000355312.8	gene_name=GIT2
Parent=ENST00000355315.8	gene_name=CHCHD7
Parent=ENST00000355327.7	gene_name=THSD4
Parent=ENST00000355329.7	gene_name=MORN3
Parent=ENST00000355338.6	gene_name=WARS1
Parent=ENST00000355341.8	gene_name=ZFYVE19
Parent=ENST00000355346.9	gene_name=ITGB1BP1
Parent=ENST00000355349.4	gene_name=MYH7
Parent=ENST00000355354.13	gene_name=CD47
Parent=ENST00000355356.3	gene_name=MIER1
Parent=ENST00000355360.8	gene_name=PGBD2
Parent=ENST00000355371.9	gene_name=SHTN1
Parent=ENST00000355372.6	gene_name=ZCCHC10
Parent=ENST00000355377.7	gene_name=SYT17
Parent=ENST00000355379.3	gene_name=SCAMP3
Parent=ENST00000355380.8	gene_name=SPATA22
Parent=ENST00000355385.7	gene_name=BOC
Parent=ENST00000355387.6	gene_name=RNF220
Parent=ENST00000355395.9	gene_name=GABRA5
Parent=ENST00000355415.7	gene_name=MFSD12
Parent=ENST00000355417.7	gene_name=CCDC69
Parent=ENST00000355422.11	gene_name=GFRA1
Parent=ENST00000355423.7	gene_name=SAP30BP
Parent=ENST00000355426.8	gene_name=EFEMP1
Parent=ENST00000355431.8	gene_name=ARID4A
Parent=ENST00000355432.8	gene_name=CSF2RA
Parent=ENST00000355432.8_PAR_Y	gene_name=CSF2RA
Parent=ENST00000355443.9	gene_name=MFSD10
Parent=ENST00000355445.7	gene_name=TMEM116
Parent=ENST00000355446.9	gene_name=ERC1
Parent=ENST00000355451.8	gene_name=NUDCD3
Parent=ENST00000355459.4	gene_name=KRTAP13-1
Parent=ENST00000355460.6	gene_name=MBNL1
Parent=ENST00000355467.6	gene_name=ZNF512
Parent=ENST00000355468.7	gene_name=P3H4
Parent=ENST00000355472.10	gene_name=GRK6
Parent=ENST00000355476.8	gene_name=RBPJ
Parent=ENST00000355477.10	gene_name=CLN3
Parent=ENST00000355478.6	gene_name=RIC8B
Parent=ENST00000355480.10	gene_name=COL18A1
Parent=ENST00000355481.8	gene_name=RYR1
Parent=ENST00000355485.7	gene_name=VANGL1
Parent=ENST00000355496.9	gene_name=PLEKHA4
Parent=ENST00000355497.10	gene_name=LMX1B
Parent=ENST00000355498.6	gene_name=MUTYH
Parent=ENST00000355499.9	gene_name=YY1AP1
Parent=ENST00000355502.7	gene_name=ENSG00000285188
Parent=ENST00000355504.4	gene_name=ZNF493
Parent=ENST00000355512.10	gene_name=RGS6
Parent=ENST00000355520.6	gene_name=OPHN1
Parent=ENST00000355522.5	gene_name=C2CD4A
Parent=ENST00000355524.8	gene_name=FCAR
Parent=ENST00000355526.10	gene_name=DPF1
Parent=ENST00000355527.8	gene_name=DHCR7
Parent=ENST00000355528.9	gene_name=TBCD
Parent=ENST00000355530.7	gene_name=SPNS3
Parent=ENST00000355537.4	gene_name=ZNF536
Parent=ENST00000355540.7	gene_name=TRRAP
Parent=ENST00000355547.10	gene_name=PDZD3
Parent=ENST00000355552.8	gene_name=TPRA1
Parent=ENST00000355556.6	gene_name=HTR3A
Parent=ENST00000355557.7	gene_name=ZNF140
Parent=ENST00000355560.4	gene_name=CLK2
Parent=ENST00000355568.8	gene_name=NEK5
Parent=ENST00000355572.6	gene_name=PDLIM7
Parent=ENST00000355574.6	gene_name=SLC26A8
Parent=ENST00000355577.9	gene_name=CFAP70
Parent=ENST00000355585.9	gene_name=SYNJ2
Parent=ENST00000355591.8	gene_name=COX7B2
Parent=ENST00000355594.9	gene_name=ANKRD35
Parent=ENST00000355602.3	gene_name=DEFB107B
Parent=ENST00000355610.9	gene_name=MORC4
Parent=ENST00000355612.7	gene_name=KRT39
Parent=ENST00000355619.10	gene_name=FBXL3
Parent=ENST00000355621.8	gene_name=UBE2H
Parent=ENST00000355622.8	gene_name=TLR4
Parent=ENST00000355624.8	gene_name=RAB11FIP2
Parent=ENST00000355628.9	gene_name=TASOR
Parent=ENST00000355630.10	gene_name=MRTFA
Parent=ENST00000355631.8	gene_name=OPRL1
Parent=ENST00000355632.8	gene_name=ZNF397
Parent=ENST00000355633.5	gene_name=HOXA1
Parent=ENST00000355634.9	gene_name=SORBS2
Parent=ENST00000355636.10	gene_name=PMFBP1
Parent=ENST00000355637.9	gene_name=RBFOX1
Parent=ENST00000355640.3	gene_name=XIAP
Parent=ENST00000355648.8	gene_name=PHACTR3
Parent=ENST00000355650.4	gene_name=ZNF253
Parent=ENST00000355653.8	gene_name=VAT1
Parent=ENST00000355654.6	gene_name=TMEM18
Parent=ENST00000355661.7	gene_name=PLEKHA7
Parent=ENST00000355665.7	gene_name=YTHDC1
Parent=ENST00000355666.5	gene_name=TTC3
Parent=ENST00000355667.11	gene_name=DNM2
Parent=ENST00000355673.8	gene_name=MBD6
Parent=ENST00000355680.8	gene_name=PRMT2
Parent=ENST00000355681.3	gene_name=FNBP1
Parent=ENST00000355683.9	gene_name=STRN3
Parent=ENST00000355684.6	gene_name=ZNF44
Parent=ENST00000355689.6	gene_name=TTC30A
Parent=ENST00000355690.8	gene_name=CLEC12A
Parent=ENST00000355693.5	gene_name=COA4
Parent=ENST00000355697.7	gene_name=SFXN4
Parent=ENST00000355699.7	gene_name=ADAMTS13
Parent=ENST00000355703.4	gene_name=PCNX3
Parent=ENST00000355704.7	gene_name=TBC1D22A
Parent=ENST00000355705.4	gene_name=PLGLB1
Parent=ENST00000355710.8	gene_name=RET
Parent=ENST00000355716.5	gene_name=TNFRSF14
Parent=ENST00000355717.9	gene_name=TCF7L2
Parent=ENST00000355721.7	gene_name=NAALADL1
Parent=ENST00000355722.8	gene_name=TRPM8
Parent=ENST00000355725.8	gene_name=THOC2
Parent=ENST00000355727.3	gene_name=AIDA
Parent=ENST00000355733.7	gene_name=ADD2
Parent=ENST00000355740.7	gene_name=FAS
Parent=ENST00000355749.7	gene_name=NDUFA5
Parent=ENST00000355754.7	gene_name=GBP4
Parent=ENST00000355755.7	gene_name=KIF16B
Parent=ENST00000355758.9	gene_name=ZC3H7A
Parent=ENST00000355765.11	gene_name=PRPF39
Parent=ENST00000355771.7	gene_name=ARHGEF4
Parent=ENST00000355772.8	gene_name=ZNF384
Parent=ENST00000355773.6	gene_name=SLC17A5
Parent=ENST00000355774.7	gene_name=MLH3
Parent=ENST00000355779.6	gene_name=TRPC4
Parent=ENST00000355780.9	gene_name=STAU2
Parent=ENST00000355784.3	gene_name=OR11L1
Parent=ENST00000355790.8	gene_name=LRRC20
Parent=ENST00000355797.7	gene_name=MXRA7
Parent=ENST00000355801.4	gene_name=COMMD6
Parent=ENST00000355803.8	gene_name=UBE2I
Parent=ENST00000355805.7	gene_name=CSF2RA
Parent=ENST00000355805.7_PAR_Y	gene_name=CSF2RA
Parent=ENST00000355809.4	gene_name=TUT4
Parent=ENST00000355810.9	gene_name=ART3
Parent=ENST00000355814.8	gene_name=SERPINA1
Parent=ENST00000355815.8	gene_name=SREBF1
Parent=ENST00000355819.6	gene_name=CLEC9A
Parent=ENST00000355824.7	gene_name=ZNF483
Parent=ENST00000355826.10	gene_name=MIB2
Parent=ENST00000355830.11	gene_name=FAM227A
Parent=ENST00000355832.10	gene_name=ERCC6
Parent=ENST00000355836.9	gene_name=HNRNPAB
Parent=ENST00000355839.10	gene_name=MMS19
Parent=ENST00000355841.7	gene_name=PDLIM7
Parent=ENST00000355842.7	gene_name=ADD1
Parent=ENST00000355843.2	gene_name=LIPF
Parent=ENST00000355848.7	gene_name=C1D
Parent=ENST00000355849.10	gene_name=KHDRBS3
Parent=ENST00000355852.6	gene_name=PCBP4
Parent=ENST00000355854.8	gene_name=CAB39L
Parent=ENST00000355857.8	gene_name=DBI
Parent=ENST00000355860.7	gene_name=WWOX
Parent=ENST00000355867.9	gene_name=SVIL
Parent=ENST00000355868.4	gene_name=WDR88
Parent=ENST00000355870.8	gene_name=STK31
Parent=ENST00000355893.11	gene_name=MLF1
Parent=ENST00000355897.10	gene_name=GPR160
Parent=ENST00000355898.6	gene_name=ZNF507
Parent=ENST00000355899.8	gene_name=PLS3
Parent=ENST00000355904.9	gene_name=GTF2E2
Parent=ENST00000355906.10	gene_name=HP
Parent=ENST00000355917.7	gene_name=DTNBP1
Parent=ENST00000355937.9	gene_name=PRELID3B
Parent=ENST00000355938.9	gene_name=ATP5MC1
Parent=ENST00000355943.8	gene_name=SLC25A46
Parent=ENST00000355946.7	gene_name=SH3PXD2A
Parent=ENST00000355947.6	gene_name=TRIM4
Parent=ENST00000355951.2	gene_name=TCAF1
Parent=ENST00000355954.7	gene_name=MFSD11
Parent=ENST00000355956.6	gene_name=ADAM15
Parent=ENST00000355957.9	gene_name=STX16
Parent=ENST00000355958.9	gene_name=GRK6
Parent=ENST00000355961.8	gene_name=PORCN
Parent=ENST00000355962.5	gene_name=TAT
Parent=ENST00000355968.10	gene_name=PPIA
Parent=ENST00000355969.11	gene_name=ZGPAT
Parent=ENST00000355972.8	gene_name=ZMYND8
Parent=ENST00000355973.7	gene_name=GABBR1
Parent=ENST00000355977.10	gene_name=MIER1
Parent=ENST00000355991.9	gene_name=FRMD8
Parent=ENST00000355992.7	gene_name=DDX19B
Parent=ENST00000355994.7	gene_name=MBP
Parent=ENST00000355995.8	gene_name=TCF7L2
Parent=ENST00000355997.7	gene_name=SEMA6D
Parent=ENST00000355999.5	gene_name=STK39
Parent=ENST00000356000.7	gene_name=RTN3
Parent=ENST00000356003.6	gene_name=WWP2
Parent=ENST00000356005.8	gene_name=FN1
Parent=ENST00000356010.9	gene_name=MAPK8IP3
Parent=ENST00000356016.7	gene_name=LCOR
Parent=ENST00000356017.8	gene_name=TRIM13
Parent=ENST00000356018.6	gene_name=BTG4
Parent=ENST00000356025.7	gene_name=SIRPA
Parent=ENST00000356026.10	gene_name=MMP23B
Parent=ENST00000356031.8	gene_name=SPEF2
Parent=ENST00000356033.8	gene_name=JPT1
Parent=ENST00000356046.6	gene_name=GRHL3
Parent=ENST00000356053.7	gene_name=HNRNPF
Parent=ENST00000356056.10	gene_name=MYO9A
Parent=ENST00000356057.9	gene_name=JKAMP
Parent=ENST00000356063.9	gene_name=PHLDB1
Parent=ENST00000356064.3	gene_name=ARFIP1
Parent=ENST00000356073.8	gene_name=TCF4
Parent=ENST00000356079.9	gene_name=CYP20A1
Parent=ENST00000356080.9	gene_name=ADD3
Parent=ENST00000356082.9	gene_name=LAMB3
Parent=ENST00000356083.8	gene_name=COL27A1
Parent=ENST00000356087.8	gene_name=EFCAB6
Parent=ENST00000356090.8	gene_name=NCDN
Parent=ENST00000356091.11	gene_name=NPEPL1
Parent=ENST00000356098.9	gene_name=ARSA
Parent=ENST00000356099.11	gene_name=ARHGAP8
Parent=ENST00000356100.6	gene_name=PTPRT
Parent=ENST00000356107.11	gene_name=TJP1
Parent=ENST00000356109.10	gene_name=ZNF44
Parent=ENST00000356113.10	gene_name=LIPC
Parent=ENST00000356116.6	gene_name=ACSL5
Parent=ENST00000356120.9	gene_name=NOXO1
Parent=ENST00000356124.8	gene_name=SUOX
Parent=ENST00000356126.8	gene_name=PSMD12
Parent=ENST00000356128.4	gene_name=TRAPPC3L
Parent=ENST00000356130.7	gene_name=OR8B4
Parent=ENST00000356132.9	gene_name=ST3GAL4
Parent=ENST00000356134.9	gene_name=ANO2
Parent=ENST00000356135.9	gene_name=CHKA
Parent=ENST00000356136.8	gene_name=UVRAG
Parent=ENST00000356140.10	gene_name=ACMSD
Parent=ENST00000356141.8	gene_name=NPAS3
Parent=ENST00000356142.4	gene_name=RAC1
Parent=ENST00000356143.5	gene_name=RNF14
Parent=ENST00000356147.3	gene_name=PTPRA
Parent=ENST00000356150.10	gene_name=SH3YL1
Parent=ENST00000356151.7	gene_name=PXK
Parent=ENST00000356157.12	gene_name=KATNAL2
Parent=ENST00000356166.11	gene_name=FBRS
Parent=ENST00000356173.8	gene_name=SUN5
Parent=ENST00000356175.7	gene_name=NF1
Parent=ENST00000356180.4	gene_name=DTD2
Parent=ENST00000356183.9	gene_name=GTF3C1
Parent=ENST00000356185.7	gene_name=SUPT20H
Parent=ENST00000356187.9	gene_name=RNH1
Parent=ENST00000356189.6	gene_name=ACBD7
Parent=ENST00000356195.9	gene_name=CDCA7L
Parent=ENST00000356198.6	gene_name=CENPL
Parent=ENST00000356200.7	gene_name=CDK11A
Parent=ENST00000356205.9	gene_name=SLC39A1
Parent=ENST00000356206.10	gene_name=ENTPD4
Parent=ENST00000356207.9	gene_name=FGFR1
Parent=ENST00000356208.10	gene_name=RBM38
Parent=ENST00000356218.8	gene_name=FRMD6
Parent=ENST00000356219.7	gene_name=NCOR2
Parent=ENST00000356220.8	gene_name=DCX
Parent=ENST00000356221.8	gene_name=CDC16
Parent=ENST00000356226.8	gene_name=FGFR2
Parent=ENST00000356231.4	gene_name=CDAN1
Parent=ENST00000356232.10	gene_name=UBA5
Parent=ENST00000356239.8	gene_name=AKAP9
Parent=ENST00000356244.8	gene_name=RANGAP1
Parent=ENST00000356245.8	gene_name=G3BP1
Parent=ENST00000356249.9	gene_name=CEMIP
Parent=ENST00000356253.9	gene_name=CACNA2D1
Parent=ENST00000356260.10	gene_name=SDAD1
Parent=ENST00000356261.4	gene_name=LHX8
Parent=ENST00000356264.7	gene_name=AMPH
Parent=ENST00000356271.7	gene_name=MED24
Parent=ENST00000356275.10	gene_name=CXADR
Parent=ENST00000356284.7	gene_name=SMOC2
Parent=ENST00000356286.10	gene_name=RBCK1
Parent=ENST00000356289.10	gene_name=JAML
Parent=ENST00000356291.3	gene_name=TMPRSS11F
Parent=ENST00000356296.8	gene_name=NUMB
Parent=ENST00000356297.5	gene_name=PXDNL
Parent=ENST00000356300.9	gene_name=JPH4
Parent=ENST00000356303.7	gene_name=EEF1A1
Parent=ENST00000356309.8	gene_name=NCAPG2
Parent=ENST00000356311.10	gene_name=SPACA9
Parent=ENST00000356316.7	gene_name=CAPN3
Parent=ENST00000356317.8	gene_name=GALNT6
Parent=ENST00000356321.4	gene_name=ZNF770
Parent=ENST00000356322.10	gene_name=ZNF614
Parent=ENST00000356327.9	gene_name=PLD1
Parent=ENST00000356331.9	gene_name=SH3BP2
Parent=ENST00000356338.11	gene_name=MYO5A
Parent=ENST00000356341.8	gene_name=PAK1
Parent=ENST00000356346.7	gene_name=PLEC
Parent=ENST00000356348.6	gene_name=KPNA5
Parent=ENST00000356352.6	gene_name=UPF2
Parent=ENST00000356357.9	gene_name=AREL1
Parent=ENST00000356360.9	gene_name=PICALM
Parent=ENST00000356362.6	gene_name=PUS7
Parent=ENST00000356371.9	gene_name=FAM149A
Parent=ENST00000356385.8	gene_name=TMEM91
Parent=ENST00000356386.6	gene_name=BTN3A2
Parent=ENST00000356387.6	gene_name=ORAI2
Parent=ENST00000356388.9	gene_name=SPRED2
Parent=ENST00000356392.9	gene_name=ODAD3
Parent=ENST00000356396.8	gene_name=LSS
Parent=ENST00000356401.9	gene_name=ARIH2
Parent=ENST00000356404.8	gene_name=PITPNM1
Parent=ENST00000356406.10	gene_name=ACOX3
Parent=ENST00000356407.3	gene_name=RAB19
Parent=ENST00000356413.5	gene_name=IGBP1
Parent=ENST00000356415.5	gene_name=RAP1A
Parent=ENST00000356427.2	gene_name=ATF7IP2
Parent=ENST00000356432.8	gene_name=MPG
Parent=ENST00000356433.10	gene_name=DLL3
Parent=ENST00000356435.9	gene_name=PTPRD
Parent=ENST00000356436.8	gene_name=TBC1D7
Parent=ENST00000356438.7	gene_name=HYLS1
Parent=ENST00000356443.9	gene_name=MYOM1
Parent=ENST00000356444.6	gene_name=SEMA4D
Parent=ENST00000356447.9	gene_name=THRB
Parent=ENST00000356448.8	gene_name=ARHGEF26
Parent=ENST00000356450.3	gene_name=NUDT10
Parent=ENST00000356454.5	gene_name=SOWAHC
Parent=ENST00000356455.9	gene_name=UBE2C
Parent=ENST00000356457.9	gene_name=ASPH
Parent=ENST00000356458.8	gene_name=EML6
Parent=ENST00000356462.10	gene_name=NEDD4L
Parent=ENST00000356463.7	gene_name=WDR45
Parent=ENST00000356464.10	gene_name=RPS26
Parent=ENST00000356467.5	gene_name=FAM168A
Parent=ENST00000356476.3	gene_name=H3C4
Parent=ENST00000356487.11	gene_name=GPI
Parent=ENST00000356488.8	gene_name=SPATA20
Parent=ENST00000356489.9	gene_name=BCKDHB
Parent=ENST00000356493.10	gene_name=STOML2
Parent=ENST00000356495.5	gene_name=PIGR
Parent=ENST00000356501.8	gene_name=ADPRHL1
Parent=ENST00000356504.5	gene_name=GABRA2
Parent=ENST00000356508.9	gene_name=PLD3
Parent=ENST00000356509.7	gene_name=GMNN
Parent=ENST00000356511.6	gene_name=PPIE
Parent=ENST00000356517.4	gene_name=AADACL2
Parent=ENST00000356518.7	gene_name=ADAM33
Parent=ENST00000356521.8	gene_name=CBWD1
Parent=ENST00000356522.4	gene_name=CD34
Parent=ENST00000356524.9	gene_name=SAA1
Parent=ENST00000356527.9	gene_name=ENSA
Parent=ENST00000356530.6	gene_name=H2BC7
Parent=ENST00000356532.7	gene_name=OSCAR
Parent=ENST00000356535.4	gene_name=FABP7
Parent=ENST00000356537.9	gene_name=CCDC25
Parent=ENST00000356539.9	gene_name=LEKR1
Parent=ENST00000356541.4	gene_name=ABLIM3
Parent=ENST00000356542.5	gene_name=C6orf132
Parent=ENST00000356545.7	gene_name=RSPO1
Parent=ENST00000356554.7	gene_name=MAN1A2
Parent=ENST00000356562.6	gene_name=WFDC11
Parent=ENST00000356575.9	gene_name=MEGF6
Parent=ENST00000356577.10	gene_name=SON
Parent=ENST00000356583.9	gene_name=SPATA7
Parent=ENST00000356584.8	gene_name=ZNF772
Parent=ENST00000356588.8	gene_name=TSGA13
Parent=ENST00000356589.6	gene_name=ADAMTS13
Parent=ENST00000356591.5	gene_name=APOLD1
Parent=ENST00000356595.8	gene_name=PTGER3
Parent=ENST00000356606.8	gene_name=ADGRG2
Parent=ENST00000356607.9	gene_name=PEX14
Parent=ENST00000356608.7	gene_name=ABCC11
Parent=ENST00000356613.4	gene_name=ARC
Parent=ENST00000356628.4	gene_name=NRARP
Parent=ENST00000356632.7	gene_name=NAALADL1
Parent=ENST00000356634.7	gene_name=KDM1A
Parent=ENST00000356637.9	gene_name=OSCP1
Parent=ENST00000356638.8	gene_name=GANAB
Parent=ENST00000356640.7	gene_name=KCNIP2
Parent=ENST00000356641.7	gene_name=ARHGEF12
Parent=ENST00000356644.7	gene_name=SESN1
Parent=ENST00000356648.5	gene_name=JTB
Parent=ENST00000356654.8	gene_name=ATN1
Parent=ENST00000356657.10	gene_name=FDPS
Parent=ENST00000356660.9	gene_name=BDNF
Parent=ENST00000356661.7	gene_name=MAGEA1
Parent=ENST00000356663.8	gene_name=TMEM259
Parent=ENST00000356674.8	gene_name=HNRNPA2B1
Parent=ENST00000356683.7	gene_name=ELP5
Parent=ENST00000356686.2	gene_name=SEM1
Parent=ENST00000356688.8	gene_name=SEPTIN10
Parent=ENST00000356692.10	gene_name=PPP4R2
Parent=ENST00000356696.7	gene_name=FOLH1
