Gene	Exon_coord	Upstream_exon_coord	Downstream_exon_coord	Histology
NADK	1756739-1756882	1756502-1756608	1757180-1757228	Germ cell tumor
LIMD1	45612892-45612981	45594750-45596287	45636149-45636251	Germ cell tumor
ARHGAP28	6778946-6779036	6729715-6729943	6824761-6824964	Germ cell tumor
CD151	833988-834067	832886-833026	834529-834591	Germ cell tumor
RBPMS	30549500-30549585	30544493-30544624	30558886-30558956	Germ cell tumor
LAMA5	62350988-62351257	62346912-62347028	62351703-62351801	Germ cell tumor
ATP8A2	25705163-25705353	25699172-25699345	25769045-25769229	Germ cell tumor
IFT172	27445553-27445629	27445443-27445449	27445744-27445843	Germ cell tumor
CEP164	117354932-117356617	117351789-117351988	117361834-117361993	Germ cell tumor
FANCI	89245607-89245708	89243982-89244044	89247628-89247731	Germ cell tumor
LRRC47	3783770-3783911	3782660-3782763	3783995-3784047	Germ cell tumor
PGAP2	3823613-3823740	3811249-3811424	3823882-3824135	Germ cell tumor
MEG3	100832512-100832641	100830604-100831534	100835735-100835879	Germ cell tumor
HOPX	56676499-56676566	56655856-56656012	56681254-56681294	Germ cell tumor
CAPN7	15232111-15232158	15230441-15230535	15232518-15232665	Germ cell tumor
CREB1	207577110-207577224	207575271-207575454	207577504-207577655	Germ cell tumor
MEG3	100832512-100832641	100830604-100831534	100835738-100835879	Germ cell tumor
SNX5	17961140-17961326	17956932-17957037	17968374-17968794	Germ cell tumor
CREB1	207577110-207577224	207576630-207576693	207577504-207577655	Germ cell tumor
DNMT3B	32806209-32806327	32802384-32802470	32807761-32809356	Germ cell tumor
ATP7B	51958311-51958544	51957515-51957607	51964871-51965033	Germ cell tumor
CATSPER2	43647917-43648063	43647293-43647467	43664417-43664543	Low-grade glioma
TNRC6A	24730253-24730300	24640883-24641009	24750725-24750813	Low-grade glioma
FTX	74285915-74286170	74281701-74281848	74293351-74293574	Low-grade glioma
MIR4435-2HG	111248148-111248241	111233627-111233739	111344060-111344237	Low-grade glioma
SH3YL1	262631-262750	253004-253115	264781-264866	Low-grade glioma
RNF121	71982807-71982915	71960749-71960891	71990596-71990663	Low-grade glioma
CNOT2	70285400-70285586	70278131-70278274	70294070-70294123	Low-grade glioma
PPIP5K1	43560413-43560595	43558794-43558932	43564102-43564165	Low-grade glioma
GJB6	20230698-20230807	20229579-20229749	20231381-20231505	Low-grade glioma
SMARCA4	10980777-10980852	10961320-10961729	10984123-10984373	Low-grade glioma
DDR1	30883264-30883326	30882933-30882983	30884537-30884710	Low-grade glioma
ULK4	41937295-41937340	41935894-41935940	41938097-41938197	Low-grade glioma
MRPS31P4	52629219-52629359	52627437-52627578	52637304-52637446	Low-grade glioma
MACROD2	14051922-14052020	14002287-14002404	14085620-14085728	Low-grade glioma
SH3GLB2	129013008-129013019	129010669-129010693	129014410-129014503	Low-grade glioma
SYS1-DBNDD2	45399690-45399751	45365618-45365686	45408459-45408606	Low-grade glioma
PCP4	39916066-39916186	39898475-39898527	39928983-39929397	Low-grade glioma
NUDT7	77736650-77736743	77725430-77725584	77741581-77741969	Low-grade glioma
ENTPD6	25196154-25196254	25195791-25195867	25207075-25207397	Low-grade glioma
MEF2C	88880924-88881022	88823900-88823930	88882954-88883227	Low-grade glioma
ADORA1	203150632-203150778	203128784-203129182	203165055-203166749	Low-grade glioma
PTGES3	56670275-56670364	56665631-56666266	56671748-56671809	Low-grade glioma
SEPTIN7-DT	35755733-35755817	35751907-35755195	35758178-35758273	Low-grade glioma
DNAI4	66919018-66919116	66905200-66905375	66924661-66924819	Low-grade glioma
SPSB4	141080290-141080408	141066637-141066798	141147141-141147460	Low-grade glioma
ENSG00000214870	26495809-26495881	26495018-26495199	26496113-26496349	Low-grade glioma
FKBP15	113220690-113220887	113211476-113211592	113221190-113221278	Low-grade glioma
ZNF131	43167930-43168029	43161830-43161931	43173317-43173448	Low-grade glioma
CCDC90B	83266867-83267038	83265864-83265979	83273646-83273700	Low-grade glioma
FADS1	61828450-61828708	61813242-61813353	61829200-61829309	Low-grade glioma
TOP1MT	143334108-143334285	143332502-143332601	143334739-143334795	Low-grade glioma
ANAPC11	81893552-81893614	81891740-81891863	81894466-81894586	Low-grade glioma
ATAT1	30640535-30640603	30640376-30640422	30642175-30642247	Low-grade glioma
CPNE3	86524709-86524814	86515461-86515499	86528535-86528571	Low-grade glioma
FAM107A	58570326-58570423	58569690-58569865	58589205-58589269	Low-grade glioma
SORBS2	185676997-185677638	185662103-185662242	185678422-185678478	Low-grade glioma
LST1	31587641-31587733	31587116-31587318	31588517-31588909	Low-grade glioma
PTPRS	5216720-5216767	5215497-5215595	5218419-5218532	Low-grade glioma
RBM23	22917028-22917166	22911327-22911403	22918998-22919149	Low-grade glioma
CALCOCO2	48839376-48839511	48831034-48831078	48841697-48841887	Low-grade glioma
DTNA	34595786-34595918	34593334-34593538	34679467-34679592	Low-grade glioma
BTN3A3	26443570-26443659	26440471-26440648	26443956-26444284	Low-grade glioma
ZNF812P	9693694-9693820	9690579-9691269	9694778-9694867	Low-grade glioma
COL8A1	99675660-99675721	99638474-99638664	99691398-99691568	Low-grade glioma
GRAMD2B	126445481-126445590	126423471-126423689	126465425-126465545	Low-grade glioma
SRPK1	35904879-35904974	35890894-35891013	35920467-35920528	Low-grade glioma
C4orf36	86890048-86890138	86888120-86888275	86891455-86891593	Low-grade glioma
C4orf36	86890048-86890158	86888120-86888275	86891455-86891593	Low-grade glioma
SLC25A16	68496434-68496512	68493448-68493570	68503631-68503695	Low-grade glioma
GGT7	34850782-34850917	34849960-34850060	34851230-34851368	Low-grade glioma
LIPT1	99155482-99155544	99154984-99155051	99156300-99156426	Low-grade glioma
DDX10	108717355-108717615	108715878-108715966	108719796-108719885	Low-grade glioma
ADD3	110075618-110075709	110005803-110006151	110100624-110100848	Low-grade glioma
DTWD1	49626744-49626893	49625112-49625431	49632158-49632302	Low-grade glioma
COG7	23391962-23392234	23388775-23389086	23392379-23392523	Low-grade glioma
AIFM1	130155156-130155187	130149468-130149568	130156460-130156603	Low-grade glioma
ZNF136	12169282-12169391	12163063-12163206	12185784-12185911	Low-grade glioma
SRGAP2	206458371-206458409	206454877-206455024	206458622-206458947	Low-grade glioma
TUBGCP2	133300452-133300547	133299984-133300113	133302791-133302980	Low-grade glioma
MAPRE2	34988593-34988848	34978425-34978541	35005491-35005553	Low-grade glioma
RNF135	30993840-30993904	30984616-30984760	30997241-30997331	Low-grade glioma
ABHD11	73737221-73737360	73736563-73736691	73737561-73737735	Low-grade glioma
PVT1	128070162-128070272	127989161-127989291	128096517-128096654	Low-grade glioma
RPAP3	47664590-47664843	47663289-47663590	47666979-47667080	Low-grade glioma
LINC00320	20757219-20757417	20742920-20743833	20778417-20778547	Low-grade glioma
ENSG00000231424	171247566-171247727	171168103-171168188	171251522-171251808	Low-grade glioma
ENSG00000231424	171247581-171247727	171168103-171168188	171251522-171251832	Low-grade glioma
PHKB	47462341-47462452	47461349-47461426	47463881-47463993	Low-grade glioma
KLRC4-KLRK1	10391835-10391891	10388770-10388875	10407635-10407766	Low-grade glioma
GLYATL2	58840694-58840831	58839534-58839652	58844433-58844526	Low-grade glioma
ENSG00000239922	147959788-147959841	147940009-147940116	147995754-147995852	Low-grade glioma
RNASEH2B	50960149-50960171	50949462-50949505	50969931-50970401	Low-grade glioma
MRPS2	135503136-135503278	135501843-135501973	135503541-135503976	Low-grade glioma
EFHC1	52423687-52423828	52420344-52420473	52423945-52424167	Low-grade glioma
ENSG00000285906	11207242-11207398	11194992-11195204	11225699-11225877	Low-grade glioma
TRIM9	50985956-50986144	50981799-50982103	51009079-51009233	Low-grade glioma
EPB41L1	36112426-36112480	36092709-36092813	36173763-36173954	Low-grade glioma
ENSG00000225649	13002424-13002608	13001587-13001741	13003823-13003951	Low-grade glioma
NLGN1	173435010-173435078	173396283-173396695	173604278-173605091	Low-grade glioma
APC	112738353-112738460	112737894-112737925	112766325-112766410	Low-grade glioma
TBC1D15	71854785-71854853	71839758-71839811	71872069-71872168	Low-grade glioma
FAHD2CP	96019201-96019260	96010544-96010732	96021124-96021233	Low-grade glioma
NLGN1	173435010-173435078	173398447-173398487	173604278-173605091	Low-grade glioma
MUC20-OT1	195699030-195699207	195688532-195688797	195708133-195708268	Low-grade glioma
BAZ2A	56630776-56630865	56617394-56617532	56636181-56636293	Low-grade glioma
OSBPL9	51752503-51752725	51750144-51750195	51760689-51760740	Low-grade glioma
ATP9B	79209548-79209722	79206936-79207012	79213961-79214038	Low-grade glioma
CRADD	93859319-93859442	93678768-93679072	93894049-93894840	Low-grade glioma
UEVLD	18570621-18570738	18570344-18570377	18575346-18575412	Low-grade glioma
THRB	24237991-24238081	24228937-24229001	24297225-24297371	Low-grade glioma
MINAR1	79463695-79463760	79463066-79463321	79468186-79471144	Low-grade glioma
LY6E	143018833-143019119	143018527-143018586	143020887-143020991	Low-grade glioma
PSEN1	73138112-73138152	73136495-73136583	73147794-73147876	Low-grade glioma
GBX2	236167138-236167174	236165728-236166437	236167448-236168009	Low-grade glioma
ATRX	77699510-77699547	77698573-77698629	77717130-77717243	Low-grade glioma
PODNL1	13935721-13935830	13934253-13934385	13935979-13936044	Low-grade glioma
C2orf74	61157862-61158012	61145129-61145196	61159317-61159439	Low-grade glioma
ADORA1	203128278-203128432	203127725-203127928	203128784-203129182	Low-grade glioma
EIF4G1	184315763-184315856	184314494-184314674	184317320-184317431	Low-grade glioma
LINC00323	41145077-41145335	41141540-41143415	41147348-41147433	Low-grade glioma
ENSG00000257524	127879514-127879624	127874610-127874649	127885185-127885542	Low-grade glioma
RIMS2	103716309-103716320	103697085-103697296	103766226-103766537	Low-grade glioma
CALN1	72403251-72403442	72278685-72278810	72447041-72447151	Low-grade glioma
MAGI2	78026068-78026104	78019901-78019976	78065573-78065651	Low-grade glioma
SNX14	85560774-85561340	85557975-85558060	85565331-85565419	Low-grade glioma
PITPNM2	122991755-122991898	122990544-122990709	122992498-122992669	Low-grade glioma
RSU1	16816973-16817084	16782033-16782084	16817314-16817424	Low-grade glioma
LRRC46	47834818-47834940	47834424-47834533	47835352-47835399	Low-grade glioma
CTDSPL2	44518654-44518864	44514764-44514844	44519168-44519295	Low-grade glioma
MTMR1	150714479-150714529	150699194-150699300	150718624-150718700	Low-grade glioma
C10orf95-AS1	102452090-102452187	102450186-102450330	102455336-102456267	Low-grade glioma
RASGEF1B	81894581-81894624	81824517-81824571	81915310-81915358	Low-grade glioma
LRRC36	67376727-67376872	67375246-67375412	67378588-67378712	Low-grade glioma
RPS6KA3	20240569-20240669	20234757-20234814	20266563-20266909	Low-grade glioma
CNOT9	218573995-218574233	218568814-218568978	218580560-218580724	Low-grade glioma
SEC14L2	30397749-30397870	30397050-30397170	30399642-30399718	Low-grade glioma
NEU4	241813333-241813669	241811389-241811461	241814478-241817409	Low-grade glioma
RNF146	127280516-127280604	127280230-127280340	127285207-127285348	Low-grade glioma
ENSG00000236494	33795905-33796129	33793775-33794547	33802921-33803190	Low-grade glioma
PREPL	44360619-44360676	44359496-44359750	44361379-44361493	Low-grade glioma
UBE3A	25408572-25408684	25405460-25405502	25409087-25409207	Low-grade glioma
NAF1	163158225-163158327	163148340-163148434	163164216-163164391	Low-grade glioma
HTR5A-AS1	155070276-155070453	155067085-155069245	155071033-155071704	Low-grade glioma
ABI2	203355154-203355324	203351554-203351678	203366876-203366957	Low-grade glioma
COL11A2	33184145-33184324	33181110-33181170	33184991-33185054	Low-grade glioma
POLR1B	112545831-112545922	112542188-112542671	112547011-112547179	Low-grade glioma
PGM3	83191187-83191323	83190808-83191014	83193178-83193234	Low-grade glioma
RPS19	41863871-41863985	41861111-41861212	41869030-41869192	Low-grade glioma
NUDT17	145846013-145846196	145845629-145845832	145846432-145846458	Low-grade glioma
ZBTB25	64499441-64499563	64490360-64490540	64502900-64503127	Low-grade glioma
BORCS8-MEF2B	19157216-19157283	19150685-19150764	19180685-19180761	Low-grade glioma
LST1	31587944-31587966	31587640-31587733	31588562-31588626	Low-grade glioma
LST1	31587949-31587966	31587315-31587318	31588517-31588676	Low-grade glioma
LST1	31587949-31587966	31587640-31587733	31588562-31588757	Low-grade glioma
SLC44A3-AS1	94770262-94770313	94731742-94732437	94819955-94820192	Low-grade glioma
DEF8	89949417-89949513	89948730-89948814	89955168-89955266	Low-grade glioma
CTSH	78931869-78932038	78931450-78931506	78932371-78932458	Low-grade glioma
RPS6KB1	59930800-59931052	59930357-59930432	59931621-59931722	Low-grade glioma
ZNF875	37335200-37335257	37334670-37334782	37347189-37347316	Low-grade glioma
NEBL	20818704-20818834	20817597-20817692	20819423-20819480	Low-grade glioma
ESRRG	216865061-216865178	216677075-216677491	216939581-216939673	Low-grade glioma
CD151	834530-834745	832957-833022	836062-836153	Low-grade glioma
TBC1D5	17518902-17518995	17508473-17508605	17622647-17622765	Low-grade glioma
SLC8A1	40174706-40174720	40170280-40170349	40174824-40174842	Low-grade glioma
LSR	35261925-35261981	35258944-35259064	35266358-35266427	Low-grade glioma
ZNF257	22060508-22060628	22052451-22052635	22072808-22072935	Low-grade glioma
CAPN5	77072991-77073137	77066970-77067094	77084851-77085051	Low-grade glioma
SERPINA5	94581615-94581638	94581396-94581490	94587345-94587981	Low-grade glioma
ALPK1	112302339-112302485	112297368-112297469	112315800-112315852	Low-grade glioma
SNAP25-AS1	10198753-10198875	10196817-10196937	10219236-10219488	Low-grade glioma
ALPK1	112302339-112302408	112297395-112297469	112315800-112315852	Low-grade glioma
LINC01152	72036239-72036315	72030696-72030851	72037044-72037131	Low-grade glioma
NT5C2	103111745-103111805	103106588-103106706	103174857-103174982	Low-grade glioma
DISP1	222823884-222823945	222815068-222815171	222899780-222899865	Low-grade glioma
CYRIB	129912470-129912515	129904498-129904585	129939607-129939872	Low-grade glioma
RUNX1T1	91994487-91994623	91991638-91991889	92005115-92005174	Low-grade glioma
ERG	38400574-38400645	38392375-38392444	38402556-38402637	Low-grade glioma
TSC22D2	150423049-150423120	150408297-150411308	150438197-150438354	Low-grade glioma
MRPL43	100983948-100984074	100983754-100983817	100987312-100987497	Low-grade glioma
SNX6	34604135-34604174	34603347-34603471	34605595-34605717	Low-grade glioma
SLC1A2	35370941-35371096	35317376-35317516	35419907-35420063	Low-grade glioma
METTL26	634889-634956	634718-634797	635611-635774	Low-grade glioma
CTDSPL	37957111-37957143	37947056-37947211	37964570-37964672	Low-grade glioma
CCDC163	45497299-45497383	45496210-45496623	45499344-45499440	Low-grade glioma
SUGT1P4-STRA6LP	97292556-97292675	97291370-97291487	97293946-97294110	Low-grade glioma
METTL26	634889-635063	634718-634797	635611-635774	Low-grade glioma
PIGF	46591803-46591925	46588074-46588179	46592474-46592583	Low-grade glioma
THRAP3	36224971-36225102	36224431-36224505	36282532-36282700	Low-grade glioma
ENSG00000287158	83968838-83968954	83954260-83954421	83990640-83990728	Low-grade glioma
ATP11A	112880546-112880649	112875775-112875941	112881812-112887168	Low-grade glioma
MIR9-3HG	89379048-89379269	89378041-89378165	89387816-89387843	Low-grade glioma
NDST1	150518798-150518919	150508146-150508226	150520867-150521102	Low-grade glioma
LINC01145	145169527-145169615	145169035-145169086	145170941-145171185	Low-grade glioma
ZNF573	37758476-37758596	37738286-37740194	37770004-37770097	Low-grade glioma
TLE4	79707123-79707218	79706746-79706899	79708117-79708250	Low-grade glioma
OSCAR	54099590-54099601	54096861-54097164	54099747-54099780	Low-grade glioma
CNTN6	1128267-1128377	1092721-1093120	1147926-1147967	Low-grade glioma
FAM86DP	75427427-75427692	75426449-75426599	75430831-75430914	Low-grade glioma
PPM1K-DT	88311796-88311871	88284924-88285061	88316685-88316807	Low-grade glioma
BAX	48960239-48960336	48956197-48956333	48960809-48960914	Low-grade glioma
APCDD1L-DT	58519504-58519625	58515498-58515740	58523168-58523281	Low-grade glioma
DCAF8	160261285-160261325	160243959-160244034	160262116-160262451	Low-grade glioma
MDFIC	115014463-115014533	114979505-114979781	115015687-115015961	Low-grade glioma
GRAMD2B	126445481-126445611	126423408-126423689	126465425-126465545	Low-grade glioma
CEP57L1	109106035-109106090	109095109-109095575	109145218-109145381	Low-grade glioma
ARFIP1	152807204-152807248	152780108-152780226	152829624-152829726	Low-grade glioma
AHI1	135495814-135495898	135492227-135492291	135497582-135497775	Low-grade glioma
KCNMB2-AS1	178841545-178841616	178801792-178801934	178859488-178859550	Low-grade glioma
ANKRD20A3P	66151584-66151809	66149224-66149339	66152651-66153118	Low-grade glioma
NTRK3	87925570-87925664	87880269-87880428	87929190-87929434	Low-grade glioma
NR2F1-AS1	93438703-93438741	93409366-93411509	93504591-93506495	Low-grade glioma
CDK10	89687449-89687548	89686679-89686759	89689251-89689324	Low-grade glioma
AGK	141594675-141594928	141593145-141593185	141596561-141596641	Low-grade glioma
SLC66A2	79933969-79934022	79919183-79919400	79943328-79943462	Low-grade glioma
SERPINB6	2968799-2968913	2959297-2959342	2971247-2971605	Low-grade glioma
FSD1L	105513599-105513631	105512806-105512936	105534492-105534593	Low-grade glioma
ARIH2	48924718-48924839	48922747-48922811	48927461-48927813	Low-grade glioma
SCN1A	166077710-166077801	166073301-166073670	166127770-166128015	Low-grade glioma
PAN3	28197185-28197346	28177864-28177935	28220230-28220378	Low-grade glioma
